'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
FPQ-9303,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,'Chewable/dispersible tablet - FDC',59.059059,3.195505,0.293317,'Cipla Goa India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,3/18/09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,26.738206,0.502828,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-7053,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-8716,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.37481,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Stocrin/Sustiva,50mg,Capsule,29.029029,2.541542,0.460926,'MSD Manati Puerto Rico (USA)',Pediatric
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,7.215897,0.460926,'Aurobindo Unit III India',Pediatric
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,30/6mg,'Chewable/dispersible tablet - FDC',59.059059,1.411968,0.125707,'Cipla Goa India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.411968,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,4.607473,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-6484,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.37481,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,1mg/ml,'Oral solution',199.199199,1.040397,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13628,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,1.47885,0.125707,'Cipla Goa India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,4.607473,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-8952,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,6.591659,0.419024,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,4/4/08,Didanosine,Videx,100mg,'Chewable/dispersible tablet',59.059059,10.114146,0.963754,'BMS Meymac France',Pediatric
FPQ-11562,'Direct Drop',EXW,3/6/13,Zidovudine,Generic,100mg,Capsule,99.099099,3.418448,0.209512,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,2.600993,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-14083,'Direct Drop',EXW,6/2/14,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.122143,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-14784,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC',59.059059,3.782587,0.335219,'Cipla Patalganga India',Pediatric
FPQ-12587,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,'Chewable/dispersible tablet - FDC',59.059059,3.195505,0.293317,'Cipla Goa India',Pediatric
FPQ-13293,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
FPQ-7339,'Direct Drop',EXW,3/25/11,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-5535,'Direct Drop',DDP,4/21/10,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.832912,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-14411,'Direct Drop',EXW,6/19/14,Nevirapine,Generic,50mg,'Chewable/dispersible tablet',29.029029,0.928926,0.167609,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,1/4/08,Efavirenz,Stocrin/Sustiva,200mg,Capsule,89.089089,24.501353,1.550388,'MSD Midrand J burg SA',Pediatric
FPQ-16527,'Direct Drop',FCA,7/10/15,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-13629,'Direct Drop',FCA,3/3/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-9905,'Direct Drop',FCA,7/18/12,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Zidovudine,Retrovir,100mg,Capsule,99.099099,9.18522,0.502828,'GSK Crawley',Pediatric
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.158348,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-11864,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',29.029029,2.972563,0.544731,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-13973,'Direct Drop',DDP,11/4/14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,18.214381,0.419024,'Aurobindo Unit III India',Pediatric
FPQ-15197,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,1.47885,0.125707,'Mylan  H-12 & H-13 India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Efavirenz,Stocrin/Sustiva,50mg,Capsule,29.029029,1.850421,0.335219,'MSD Midrand J burg SA',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Retrovir,100mg,Capsule,99.099099,7.728664,0.419024,'GSK Crawley',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13214,'Direct Drop',DDP,12/2/13,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,17.04765,0.419024,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Stavudine,Zerit,1mg/ml,'Powder for oral solution',199.199199,0.847181,0.041902,'BMS Meymac France',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,0.007431,0,'Aurobindo Unit III India',Pediatric
FPQ-4378,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-11253,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-8716,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,9.28926,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-5535,'Direct Drop',DDP,4/21/10,Zidovudine,Retrovir,100mg,Capsule,99.099099,10.106715,0.586633,'GSK Crawley',Pediatric
FPQ-4389,'Direct Drop',FCA,11/23/09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,26.871972,0.502828,'ABBVIE (Abbott) Logis. UK',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Didanosine,Videx,25mg,'Chewable/dispersible tablet',59.059059,9.148063,0.87995,'BMS Meymac France',Pediatric
FPQ-7680,'Direct Drop',EXW,6/22/11,Atazanavir,Generic,150mg,Capsule,59.059059,16.349098,1.550388,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Pediatric
FPQ-9905,'Direct Drop',FCA,7/18/12,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-13648,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Strides Bangalore India.',Pediatric
FPQ-10545,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,'Chewable/dispersible tablet - FDC',59.059059,3.195505,0.293317,'Cipla Goa India',Pediatric
FPQ-4469,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.501144,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13567,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
FPQ-4273,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,100mg,'Chewable/dispersible tablet',59.059059,5.737047,0.544731,'Aurobindo Unit III India',Pediatric
FPQ-13142,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.062691,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-14396,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,3.039446,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-11443,'Direct Drop',EXW,3/22/13,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.122143,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-15695,'Direct Drop',FCA,2/23/15,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,4.414256,0.419024,'ABBVIE Ludwigshafen Germany',Pediatric
FPQ-5648,'Direct Drop',DDP,6/17/10,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.575459,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-8295,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-3964,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.411968,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-12066,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.890818,0.251414,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-12190,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,6.324128,0.167609,'Aurobindo Unit III India',Pediatric
FPQ-13042,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC',59.059059,1.47885,0.125707,'Mylan (formerly Matrix) Nashik',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.813264,0.041902,'Cipla Goa India',Pediatric
FPQ-13797,'Direct Drop',EXW,4/30/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.675307,0.251414,'Cipla Goa India',Pediatric
FPQ-7621,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,100mg,Capsule,99.099099,3.53735,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-12522,'Direct Drop',DDP,8/13/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,17.426652,0.335219,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-14784,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.935406,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,11.340329,0.71234,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,7/3/07,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.411968,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Efavirenz,Stocrin/Sustiva,200mg,Capsule,89.089089,20.547843,1.298973,'MSD Midrand J burg SA',Pediatric
FPQ-7217,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,7.201034,0.460926,'Aurobindo Unit III India',Pediatric
FPQ-13569,'Direct Drop',FCA,2/14/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-6708,'Direct Drop',DDP,12/14/10,Abacavir,Ziagen,20mg/ml,'Oral solution',239.239239,7.446271,0.167609,'GSK Mississauga (Canada)',Pediatric
FPQ-13042,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.771915,0.251414,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-3560,'Direct Drop',DDP,7/21/09,Efavirenz,Generic,50mg,Capsule,29.029029,3.054309,0.586633,'Aurobindo Unit III India',Pediatric
FPQ-3560,'Direct Drop',DDP,8/3/09,Stavudine,Generic,1mg/ml,'Oral solution',199.199199,1.865283,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-8024,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,6.591659,0.419024,'Aurobindo Unit III India',Pediatric
FPQ-12066,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.890818,0.251414,'Strides Bangalore India.',Pediatric
FPQ-6262,'Direct Drop',DDP,9/24/10,Efavirenz,Generic,200mg,Capsule,89.089089,7.416545,0.460926,'Aurobindo Unit III India',Pediatric
FPQ-10405,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,3.418448,0.335219,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,11.147112,0.251414,'Aurobindo Unit III India',Pediatric
FPQ-8303,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.158348,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-10551,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13809,'Direct Drop',FCA,4/14/14,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,4.414256,0.419024,'ABBVIE Ludwigshafen Germany',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Didanosine,Videx,100mg,'Chewable/dispersible tablet',59.059059,10.433697,0.963754,'BMS Meymac France',Pediatric
FPQ-15303,'Direct Drop',EXW,11/25/14,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,5.974852,0.544731,'Aurobindo Unit III India',Pediatric
FPQ-7621,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.37481,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,7/4/07,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.411968,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-11096,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,8.174549,1.550388,'Aurobindo Unit III India',Pediatric
FPQ-13214,'Direct Drop',DDP,12/2/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,17.181416,0.335219,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-6262,'Direct Drop',DDP,9/24/10,Efavirenz,Generic,50mg,Capsule,29.029029,1.776107,0.335219,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,6/5/09,Efavirenz,Generic,200mg,Capsule,89.089089,18.794031,1.173266,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,2.043637,0.377121,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.007431,0,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-14101,'Direct Drop',EXW,7/8/14,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.062691,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-6801,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-12190,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.37481,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',FCA,2/5/09,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,7.639488,0.71234,'ABBVIE Ludwigshafen Germany',Pediatric
FPQ-12253,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.972563,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-13969,'Direct Drop',CIP,5/16/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.675307,0.251414,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-8303,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-3596,'Direct Drop',DDP,9/22/09,Efavirenz,Generic,50mg,Capsule,29.029029,2.987426,0.544731,'Aurobindo Unit III India',Pediatric
FPQ-12088,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-4717,'Direct Drop',CIP,12/14/09,Didanosine,Videx,50mg,'Chewable/dispersible tablet',59.059059,7.059838,0.670438,'BMS Meymac France',Pediatric
FPQ-9635,'Direct Drop',EXW,7/12/12,Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-11478,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-4509,'Direct Drop',CIP,11/9/09,Didanosine,Videx,50mg,'Chewable/dispersible tablet',59.059059,7.059838,0.670438,'BMS Meymac France',Pediatric
FPQ-5535,'Direct Drop',DDP,4/21/10,Efavirenz,Generic,50mg,Capsule,29.029029,2.593561,0.502828,'Aurobindo Unit III India',Pediatric
FPQ-7053,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Lamivudine,Epivir,10mg/ml,'Oral solution',239.239239,4.131863,0.083805,'GSK Mississauga (Canada)',Pediatric
FPQ-4659,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-14544,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC',59.059059,4.183883,0.377121,'Cipla Patalganga India',Pediatric
FPQ-10287,'Direct Drop',EXW,8/15/12,Efavirenz,Generic,50mg,Capsule,29.029029,1.501144,0.293317,'Micro labs Verna Goa India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,2.935406,0.083805,'Aurobindo Unit III India',Pediatric
FPQ-9056,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.37481,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-14989,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.675307,0.251414,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-6262,'Direct Drop',DDP,9/24/10,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.575459,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,4.607473,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-13967,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.771915,0.251414,'Cipla Goa India',Pediatric
FPQ-13872,'Direct Drop',EXW,5/7/14,Efavirenz,Generic,50mg,Capsule,29.029029,1.1593,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-7053,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.501144,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-14042,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.062691,0.041902,'Aurobindo Unit III India',Pediatric
